pdf,page,width_pt,height_pt,text_chars,render,automated_status
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,3,612.0,792.0,1339,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-003.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,4,612.0,792.0,3210,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-004.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,5,612.0,792.0,1635,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-005.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,6,612.0,792.0,3481,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-006.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,7,612.0,792.0,997,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-007.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,8,612.0,792.0,1484,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-008.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,9,612.0,792.0,3300,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-009.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,10,612.0,792.0,3299,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-010.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,11,612.0,792.0,4387,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-011.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,12,612.0,792.0,4131,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-012.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,13,612.0,792.0,3717,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-013.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,14,612.0,792.0,3856,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-014.png,PASS
Manual_04_NIST_AI_600-1_Generative_AI_Profile_PT-BR.pdf,15,612.0,792.0,533,/home/runner/work/_temp/manual04-publication/renders/pt_BR/page-015.png,PASS
